SubjectID,VideoID,Attention,Mediation,Raw,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,predefinedlabel,user-definedlabeln
0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+01,4.000000000000000000e+01,2.500000000000000000e+01,3.329000000000000000e+04,1.472900000000000000e+04,1.098000000000000000e+04,1.040700000000000000e+04,1.431600000000000000e+04,3.711200000000000000e+04,6.037800000000000000e+04,3.630600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.400000000000000000e+01,4.400000000000000000e+01,-1.380000000000000000e+02,1.025416000000000000e+06,2.681220000000000000e+05,6.728500000000000000e+04,3.699600000000000000e+04,1.008300000000000000e+04,8.082600000000000000e+04,9.035000000000000000e+04,2.634500000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.700000000000000000e+01,5.300000000000000000e+01,2.500000000000000000e+01,7.564420000000000000e+05,9.738700000000000000e+04,5.978500000000000000e+04,3.224100000000000000e+04,1.612200000000000000e+04,5.315700000000000000e+04,4.460200000000000000e+04,1.433100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+01,6.600000000000000000e+01,1.240000000000000000e+02,8.710900000000000000e+04,7.200000000000000000e+03,4.987000000000000000e+03,2.817000000000000000e+03,2.130000000000000000e+03,1.141300000000000000e+04,9.422000000000000000e+03,4.922000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.700000000000000000e+01,5.300000000000000000e+01,4.300000000000000000e+01,8.029370000000000000e+05,8.385800000000000000e+04,3.229000000000000000e+03,7.895000000000000000e+03,2.710400000000000000e+04,1.779100000000000000e+04,1.890100000000000000e+04,1.219100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.300000000000000000e+01,5.100000000000000000e+01,3.500000000000000000e+01,1.576870000000000000e+05,2.839410000000000000e+05,2.725900000000000000e+04,4.793000000000000000e+04,1.513200000000000000e+04,3.823800000000000000e+04,3.159900000000000000e+04,1.012100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.100000000000000000e+01,5.000000000000000000e+01,1.190000000000000000e+02,6.130310000000000000e+05,7.582570000000000000e+05,2.463860000000000000e+05,1.320150000000000000e+05,2.663600000000000000e+04,8.384800000000000000e+04,9.454200000000000000e+04,5.612700000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.700000000000000000e+01,3.700000000000000000e+01,3.700000000000000000e+01,6.032040000000000000e+05,4.734200000000000000e+04,3.215000000000000000e+03,2.811000000000000000e+03,1.863000000000000000e+03,7.210000000000000000e+03,7.875000000000000000e+03,1.523000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.900000000000000000e+01,5.000000000000000000e+01,1.020000000000000000e+02,2.347960000000000000e+05,1.829440000000000000e+05,5.399700000000000000e+04,3.125900000000000000e+04,1.963300000000000000e+04,6.714900000000000000e+04,2.936700000000000000e+04,2.143300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,3.500000000000000000e+01,2.400000000000000000e+01,1.880990000000000000e+05,1.445040000000000000e+05,3.546000000000000000e+03,5.541000000000000000e+03,1.638100000000000000e+04,2.236400000000000000e+04,1.469800000000000000e+04,7.338000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.700000000000000000e+01,2.100000000000000000e+01,-5.100000000000000000e+01,6.327820000000000000e+05,1.623760000000000000e+05,1.269200000000000000e+04,3.991000000000000000e+03,5.848000000000000000e+03,2.301800000000000000e+04,2.256100000000000000e+04,9.851000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,4.100000000000000000e+01,6.100000000000000000e+01,4.778530000000000000e+05,2.642400000000000000e+05,2.176090000000000000e+05,7.644300000000000000e+04,2.222800000000000000e+04,3.890400000000000000e+04,6.698500000000000000e+04,4.255000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+01,4.300000000000000000e+01,2.900000000000000000e+02,7.314470000000000000e+05,6.906500000000000000e+04,2.328600000000000000e+04,9.017000000000000000e+03,4.767000000000000000e+03,1.294200000000000000e+04,1.823000000000000000e+04,2.111000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,5.600000000000000000e+01,-2.100000000000000000e+01,1.099119000000000000e+06,6.734260000000000000e+05,7.472900000000000000e+04,9.321400000000000000e+04,6.701900000000000000e+04,5.019700000000000000e+04,8.844400000000000000e+04,3.095400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,6.700000000000000000e+01,4.000000000000000000e+00,1.969931000000000000e+06,1.852930000000000000e+05,4.119600000000000000e+04,2.180100000000000000e+04,7.827000000000000000e+03,3.552300000000000000e+04,2.224300000000000000e+04,2.387100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+01,4.800000000000000000e+01,-1.560000000000000000e+02,1.363838000000000000e+06,3.161720000000000000e+05,6.164500000000000000e+04,1.849600000000000000e+04,1.869660000000000000e+05,1.712580000000000000e+05,6.013100000000000000e+04,1.893300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.800000000000000000e+01,4.800000000000000000e+01,-2.200000000000000000e+01,6.376810000000000000e+05,3.043900000000000000e+04,2.152100000000000000e+04,1.003500000000000000e+04,1.285600000000000000e+04,5.282400000000000000e+04,2.059500000000000000e+04,1.768600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.300000000000000000e+01,5.100000000000000000e+01,3.000000000000000000e+00,4.234110000000000000e+05,1.280480000000000000e+05,7.032100000000000000e+04,5.490000000000000000e+03,2.288900000000000000e+04,7.092700000000000000e+04,2.272400000000000000e+04,7.383000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.100000000000000000e+01,5.300000000000000000e+01,0.000000000000000000e+00,5.851200000000000000e+05,2.376940000000000000e+05,7.164300000000000000e+04,4.728200000000000000e+04,5.880700000000000000e+04,3.756600000000000000e+04,5.002900000000000000e+04,2.742400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,6.700000000000000000e+01,1.860000000000000000e+02,1.103969000000000000e+06,8.362700000000000000e+04,6.891100000000000000e+04,1.221800000000000000e+04,4.444700000000000000e+04,3.202400000000000000e+04,8.692800000000000000e+04,3.339300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.100000000000000000e+01,5.000000000000000000e+01,4.000000000000000000e+01,4.800860000000000000e+05,2.067510000000000000e+05,1.165200000000000000e+04,5.005000000000000000e+03,7.894000000000000000e+03,1.218560000000000000e+05,4.785800000000000000e+04,6.963000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.700000000000000000e+01,5.000000000000000000e+01,8.800000000000000000e+01,4.844800000000000000e+04,6.377000000000000000e+03,2.890000000000000000e+03,4.667000000000000000e+03,4.016000000000000000e+03,1.035100000000000000e+04,9.810000000000000000e+03,2.278000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,5.600000000000000000e+01,2.600000000000000000e+01,9.313000000000000000e+03,1.518900000000000000e+04,1.788400000000000000e+04,1.760700000000000000e+04,1.174300000000000000e+04,2.491100000000000000e+04,1.228300000000000000e+04,2.211900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+01,5.400000000000000000e+01,-7.000000000000000000e+00,2.528000000000000000e+05,4.180500000000000000e+04,2.358000000000000000e+04,1.897200000000000000e+04,1.541100000000000000e+04,5.206700000000000000e+04,2.863500000000000000e+04,1.041500000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.700000000000000000e+01,5.100000000000000000e+01,9.100000000000000000e+01,1.953660000000000000e+05,6.559600000000000000e+04,5.120000000000000000e+02,2.607000000000000000e+03,6.602000000000000000e+03,9.152000000000000000e+03,1.205400000000000000e+04,6.335000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,4.700000000000000000e+01,8.000000000000000000e+01,1.840300000000000000e+04,2.628900000000000000e+04,2.162000000000000000e+03,1.590400000000000000e+04,2.428200000000000000e+04,4.518400000000000000e+04,1.644100000000000000e+04,1.376100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,3.400000000000000000e+01,3.900000000000000000e+01,1.172300000000000000e+04,3.528100000000000000e+04,6.055000000000000000e+03,1.253300000000000000e+04,2.418600000000000000e+04,5.463900000000000000e+04,2.138200000000000000e+04,9.906000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.600000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+01,2.332820000000000000e+05,3.066600000000000000e+04,4.374500000000000000e+04,3.195500000000000000e+04,1.430900000000000000e+04,1.978500000000000000e+04,2.586400000000000000e+04,9.471000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+01,6.300000000000000000e+01,1.030000000000000000e+02,1.506900000000000000e+05,1.487700000000000000e+04,3.795000000000000000e+03,3.328000000000000000e+03,2.292000000000000000e+03,4.455000000000000000e+03,7.051000000000000000e+03,1.672000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.400000000000000000e+01,6.900000000000000000e+01,7.400000000000000000e+01,1.882300000000000000e+04,6.577000000000000000e+03,1.099600000000000000e+04,5.618000000000000000e+03,7.642000000000000000e+03,3.082300000000000000e+04,1.371800000000000000e+04,9.248000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,8.000000000000000000e+01,2.400000000000000000e+01,3.419080000000000000e+05,3.303600000000000000e+04,3.078900000000000000e+04,1.611000000000000000e+04,5.032000000000000000e+03,5.184800000000000000e+04,3.050200000000000000e+04,1.321900000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,6.300000000000000000e+01,5.300000000000000000e+01,8.588000000000000000e+03,4.716000000000000000e+03,3.320000000000000000e+03,8.459000000000000000e+03,1.588400000000000000e+04,3.863200000000000000e+04,7.068000000000000000e+03,7.283000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,6.000000000000000000e+01,8.700000000000000000e+01,2.566160000000000000e+05,9.436800000000000000e+04,9.804000000000000000e+03,2.019500000000000000e+04,2.172500000000000000e+04,2.678500000000000000e+04,3.274700000000000000e+04,1.034400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,6.100000000000000000e+01,8.900000000000000000e+01,2.285300000000000000e+04,2.896100000000000000e+04,1.525700000000000000e+04,1.295700000000000000e+04,9.137000000000000000e+03,1.540200000000000000e+04,4.594000000000000000e+04,4.478000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.100000000000000000e+01,5.700000000000000000e+01,-4.000000000000000000e+01,8.661000000000000000e+03,9.095000000000000000e+03,1.302800000000000000e+04,1.413600000000000000e+04,1.900600000000000000e+04,3.773800000000000000e+04,2.737800000000000000e+04,1.210200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+01,5.700000000000000000e+01,1.100000000000000000e+01,9.155300000000000000e+04,2.393100000000000000e+04,4.921000000000000000e+03,3.249000000000000000e+03,2.296000000000000000e+03,2.199000000000000000e+04,7.514000000000000000e+03,2.779000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,6.000000000000000000e+01,-2.000000000000000000e+01,5.800300000000000000e+05,1.483250000000000000e+05,7.496500000000000000e+04,1.366300000000000000e+04,3.596600000000000000e+04,1.009390000000000000e+05,2.760100000000000000e+04,1.160100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.400000000000000000e+01,5.100000000000000000e+01,-3.300000000000000000e+01,1.308370000000000000e+05,1.443600000000000000e+04,2.265000000000000000e+03,4.228000000000000000e+03,2.396000000000000000e+03,1.716800000000000000e+04,6.475000000000000000e+03,4.698000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+01,3.367490000000000000e+05,9.842700000000000000e+04,5.398000000000000000e+03,1.897700000000000000e+04,1.412400000000000000e+04,3.381100000000000000e+04,5.703200000000000000e+04,1.422700000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,4.800000000000000000e+01,1.080000000000000000e+02,4.927900000000000000e+04,2.863600000000000000e+04,1.077700000000000000e+04,1.874500000000000000e+04,1.115100000000000000e+04,5.324100000000000000e+04,7.521900000000000000e+04,6.417000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.400000000000000000e+01,4.300000000000000000e+01,4.500000000000000000e+01,9.543700000000000000e+04,1.098700000000000000e+04,2.892000000000000000e+03,1.337000000000000000e+03,1.401000000000000000e+03,1.624400000000000000e+04,1.261500000000000000e+04,3.145000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.400000000000000000e+01,4.300000000000000000e+01,2.500000000000000000e+01,1.234330000000000000e+05,5.574000000000000000e+03,1.187000000000000000e+03,1.265300000000000000e+04,7.270000000000000000e+03,5.830600000000000000e+04,2.080900000000000000e+04,1.242400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,4.400000000000000000e+01,7.400000000000000000e+01,7.108000000000000000e+04,1.979400000000000000e+04,7.458000000000000000e+03,2.177000000000000000e+03,1.905800000000000000e+04,1.663800000000000000e+04,1.628900000000000000e+04,1.481500000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,4.100000000000000000e+01,3.700000000000000000e+01,7.442400000000000000e+04,1.723600000000000000e+04,1.557600000000000000e+04,4.886000000000000000e+03,2.249900000000000000e+04,4.257100000000000000e+04,7.011600000000000000e+04,1.580200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,4.700000000000000000e+01,-1.560000000000000000e+02,5.886000000000000000e+04,3.740100000000000000e+04,1.691800000000000000e+04,2.140400000000000000e+04,2.640300000000000000e+04,5.908400000000000000e+04,3.421900000000000000e+04,1.658200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e+01,5.300000000000000000e+01,-1.200000000000000000e+01,9.001500000000000000e+04,7.958600000000000000e+04,8.334000000000000000e+03,4.391600000000000000e+04,2.172400000000000000e+04,2.172900000000000000e+04,2.017800000000000000e+04,1.294500000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.800000000000000000e+01,5.600000000000000000e+01,6.800000000000000000e+01,8.750000000000000000e+03,7.072000000000000000e+03,6.765000000000000000e+03,1.807700000000000000e+04,6.611000000000000000e+03,9.073300000000000000e+04,3.573400000000000000e+04,3.312800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.100000000000000000e+01,6.000000000000000000e+01,4.400000000000000000e+01,2.012170000000000000e+05,6.587000000000000000e+03,1.702000000000000000e+03,2.628000000000000000e+03,1.257000000000000000e+03,6.095000000000000000e+03,2.097000000000000000e+03,4.106000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.800000000000000000e+01,5.100000000000000000e+01,9.200000000000000000e+01,4.210000000000000000e+03,1.735000000000000000e+04,3.735000000000000000e+03,5.612000000000000000e+03,8.083000000000000000e+03,4.795600000000000000e+04,1.586500000000000000e+04,4.619000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,5.700000000000000000e+01,4.200000000000000000e+01,2.845200000000000000e+04,1.945000000000000000e+03,2.094200000000000000e+04,2.224800000000000000e+04,1.024800000000000000e+04,4.422500000000000000e+04,3.378400000000000000e+04,1.639400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.700000000000000000e+01,5.600000000000000000e+01,1.090000000000000000e+02,2.347710000000000000e+05,3.613900000000000000e+04,6.234000000000000000e+03,6.563000000000000000e+03,1.345700000000000000e+04,1.579000000000000000e+04,5.618100000000000000e+04,1.046100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,5.600000000000000000e+01,4.300000000000000000e+01,1.537400000000000000e+04,1.226000000000000000e+04,6.754000000000000000e+03,1.564100000000000000e+04,2.212400000000000000e+04,3.040500000000000000e+04,6.331000000000000000e+03,1.082800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+01,6.700000000000000000e+01,1.380000000000000000e+02,2.290000000000000000e+03,1.038600000000000000e+04,1.103800000000000000e+04,6.222000000000000000e+03,1.379400000000000000e+04,1.517300000000000000e+04,9.627000000000000000e+03,6.077000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.300000000000000000e+01,6.000000000000000000e+01,3.700000000000000000e+01,1.804050000000000000e+05,1.005800000000000000e+04,6.596000000000000000e+03,8.617000000000000000e+03,8.674000000000000000e+03,2.892200000000000000e+04,2.089100000000000000e+04,1.048000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000000e+01,6.300000000000000000e+01,2.000000000000000000e+01,9.106100000000000000e+04,2.591600000000000000e+04,8.048000000000000000e+03,2.298000000000000000e+03,3.602000000000000000e+03,6.460000000000000000e+03,4.609000000000000000e+03,4.987000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+01,5.300000000000000000e+01,5.000000000000000000e+00,2.444000000000000000e+03,3.137600000000000000e+04,5.928000000000000000e+03,4.537000000000000000e+03,1.868900000000000000e+04,5.342000000000000000e+04,9.841000000000000000e+03,9.840000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e+01,5.100000000000000000e+01,3.300000000000000000e+01,2.263250000000000000e+05,3.857700000000000000e+04,8.621000000000000000e+03,2.510200000000000000e+04,2.743800000000000000e+04,1.673700000000000000e+04,2.563500000000000000e+04,1.138600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,4.400000000000000000e+01,-8.900000000000000000e+01,1.183680000000000000e+05,8.182100000000000000e+04,1.273200000000000000e+04,7.451000000000000000e+03,1.176800000000000000e+04,3.396400000000000000e+04,1.351300000000000000e+04,2.304400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e+01,3.800000000000000000e+01,1.440000000000000000e+02,6.864600000000000000e+04,7.293300000000000000e+04,5.920000000000000000e+03,1.424000000000000000e+04,1.156400000000000000e+04,5.429100000000000000e+04,3.736100000000000000e+04,1.386400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
